date,day_of_week,day_type,holiday
10/21/06,Saturday,Non-Holiday Weekend,
10/22/06,Sunday,Non-Holiday Weekend,
10/23/06,Monday,Non-Holiday Weekday,
10/24/06,Tuesday,Non-Holiday Weekday,
10/25/06,Wednesday,Non-Holiday Weekday,
10/26/06,Thursday,Non-Holiday Weekday,
10/27/06,Friday,Non-Holiday Weekday,
10/28/06,Saturday,Non-Holiday Weekend,
10/29/06,Sunday,Non-Holiday Weekend,
10/30/06,Monday,Non-Holiday Weekday,
10/31/06,Tuesday,Party Holiday,Halloween
11/1/06,Wednesday,Non-Holiday Weekday,
11/2/06,Thursday,Non-Holiday Weekday,
11/3/06,Friday,Non-Holiday Weekday,
11/4/06,Saturday,Non-Holiday Weekend,
11/5/06,Sunday,Non-Holiday Weekend,
11/6/06,Monday,Non-Holiday Weekday,
11/7/06,Tuesday,Non-Holiday Weekday,
11/8/06,Wednesday,Non-Holiday Weekday,
11/9/06,Thursday,Non-Holiday Weekday,
11/10/06,Friday,National Holiday (Observed),
11/11/06,Saturday,National Holiday,Veterans Day
11/12/06,Sunday,Non-Holiday Weekend,
11/13/06,Monday,Non-Holiday Weekday,
11/14/06,Tuesday,Non-Holiday Weekday,
11/15/06,Wednesday,Non-Holiday Weekday,
11/16/06,Thursday,Non-Holiday Weekday,
11/17/06,Friday,Non-Holiday Weekday,
11/18/06,Saturday,Non-Holiday Weekend,
11/19/06,Sunday,Non-Holiday Weekend,
11/20/06,Monday,Non-Holiday Weekday,
11/21/06,Tuesday,Non-Holiday Weekday,
11/22/06,Wednesday,Party Holiday,Thanksgiving Eve
11/23/06,Thursday,National Holiday,Thanksgiving Day
11/24/06,Friday,Non-Holiday Weekday,
11/25/06,Saturday,Non-Holiday Weekend,
11/26/06,Sunday,Non-Holiday Weekend,
11/27/06,Monday,Non-Holiday Weekday,
11/28/06,Tuesday,Non-Holiday Weekday,
11/29/06,Wednesday,Non-Holiday Weekday,
11/30/06,Thursday,Non-Holiday Weekday,
12/1/06,Friday,Non-Holiday Weekday,
12/2/06,Saturday,Non-Holiday Weekend,
12/3/06,Sunday,Non-Holiday Weekend,
12/4/06,Monday,Non-Holiday Weekday,
12/5/06,Tuesday,Non-Holiday Weekday,
12/6/06,Wednesday,Non-Holiday Weekday,
12/7/06,Thursday,Non-Holiday Weekday,
12/8/06,Friday,Non-Holiday Weekday,
12/9/06,Saturday,Non-Holiday Weekend,
12/10/06,Sunday,Non-Holiday Weekend,
12/11/06,Monday,Non-Holiday Weekday,
12/12/06,Tuesday,Non-Holiday Weekday,
12/13/06,Wednesday,Non-Holiday Weekday,
12/14/06,Thursday,Non-Holiday Weekday,
12/15/06,Friday,Non-Holiday Weekday,
12/16/06,Saturday,Non-Holiday Weekend,
12/17/06,Sunday,Non-Holiday Weekend,
12/18/06,Monday,Non-Holiday Weekday,
12/19/06,Tuesday,Non-Holiday Weekday,
12/20/06,Wednesday,Non-Holiday Weekday,
12/21/06,Thursday,Non-Holiday Weekday,
12/22/06,Friday,Non-Holiday Weekday,
12/23/06,Saturday,Non-Holiday Weekend,
12/24/06,Sunday,Non-Holiday Weekend,
12/25/06,Monday,National Holiday,Christmas Day
12/26/06,Tuesday,Non-Holiday Weekday,
12/27/06,Wednesday,Non-Holiday Weekday,
12/28/06,Thursday,Non-Holiday Weekday,
12/29/06,Friday,Non-Holiday Weekday,
12/30/06,Saturday,Non-Holiday Weekend,
12/31/06,Sunday,Party Holiday,New Year's Eve
1/1/07,Monday,National Holiday,New Year's Day
1/2/07,Tuesday,Non-Holiday Weekday,
1/3/07,Wednesday,Non-Holiday Weekday,
1/4/07,Thursday,Non-Holiday Weekday,
1/5/07,Friday,Non-Holiday Weekday,
1/6/07,Saturday,Non-Holiday Weekend,
1/7/07,Sunday,Non-Holiday Weekend,
1/8/07,Monday,Non-Holiday Weekday,
1/9/07,Tuesday,Non-Holiday Weekday,
1/10/07,Wednesday,Non-Holiday Weekday,
1/11/07,Thursday,Non-Holiday Weekday,
1/12/07,Friday,Non-Holiday Weekday,
1/13/07,Saturday,Non-Holiday Weekend,
1/14/07,Sunday,Non-Holiday Weekend,
1/15/07,Monday,National Holiday,MLK Day
1/16/07,Tuesday,Non-Holiday Weekday,
1/17/07,Wednesday,Non-Holiday Weekday,
1/18/07,Thursday,Non-Holiday Weekday,
1/19/07,Friday,Non-Holiday Weekday,
1/20/07,Saturday,Non-Holiday Weekend,
1/21/07,Sunday,Non-Holiday Weekend,
1/22/07,Monday,Non-Holiday Weekday,
1/23/07,Tuesday,Non-Holiday Weekday,
1/24/07,Wednesday,Non-Holiday Weekday,
1/25/07,Thursday,Non-Holiday Weekday,
1/26/07,Friday,Non-Holiday Weekday,
1/27/07,Saturday,Non-Holiday Weekend,
1/28/07,Sunday,Non-Holiday Weekend,
1/29/07,Monday,Non-Holiday Weekday,
1/30/07,Tuesday,Non-Holiday Weekday,
1/31/07,Wednesday,Non-Holiday Weekday,
2/1/07,Thursday,Non-Holiday Weekday,
2/2/07,Friday,Non-Holiday Weekday,
2/3/07,Saturday,Non-Holiday Weekend,
2/4/07,Sunday,Party Holiday,Super Bowl Sunday
2/5/07,Monday,Non-Holiday Weekday,
2/6/07,Tuesday,Non-Holiday Weekday,
2/7/07,Wednesday,Non-Holiday Weekday,
2/8/07,Thursday,Non-Holiday Weekday,
2/9/07,Friday,Non-Holiday Weekday,
2/10/07,Saturday,Non-Holiday Weekend,
2/11/07,Sunday,Non-Holiday Weekend,
2/12/07,Monday,Non-Holiday Weekday,
2/13/07,Tuesday,Non-Holiday Weekday,
2/14/07,Wednesday,Non-Holiday Weekday,
2/15/07,Thursday,Non-Holiday Weekday,
2/16/07,Friday,Non-Holiday Weekday,
2/17/07,Saturday,Non-Holiday Weekend,
2/18/07,Sunday,Non-Holiday Weekend,
2/19/07,Monday,National Holiday,President's Day
2/20/07,Tuesday,Non-Holiday Weekday,
2/21/07,Wednesday,Non-Holiday Weekday,
2/22/07,Thursday,Non-Holiday Weekday,
2/23/07,Friday,Non-Holiday Weekday,
2/24/07,Saturday,Non-Holiday Weekend,
2/25/07,Sunday,Non-Holiday Weekend,
2/26/07,Monday,Non-Holiday Weekday,
2/27/07,Tuesday,Party Holiday,Mardi Gras
2/28/07,Wednesday,Non-Holiday Weekday,
3/1/07,Thursday,Non-Holiday Weekday,
3/2/07,Friday,Non-Holiday Weekday,
3/3/07,Saturday,Non-Holiday Weekend,
3/4/07,Sunday,Non-Holiday Weekend,
3/5/07,Monday,Non-Holiday Weekday,
3/6/07,Tuesday,Non-Holiday Weekday,
3/7/07,Wednesday,Non-Holiday Weekday,
3/8/07,Thursday,Non-Holiday Weekday,
3/9/07,Friday,Non-Holiday Weekday,
3/10/07,Saturday,Non-Holiday Weekend,
3/11/07,Sunday,Non-Holiday Weekend,
3/12/07,Monday,Non-Holiday Weekday,
3/13/07,Tuesday,Non-Holiday Weekday,
3/14/07,Wednesday,Non-Holiday Weekday,
3/15/07,Thursday,Non-Holiday Weekday,
3/16/07,Friday,Non-Holiday Weekday,
3/17/07,Saturday,Party Holiday,St. Patty's Day
3/18/07,Sunday,Non-Holiday Weekend,
3/19/07,Monday,Non-Holiday Weekday,
3/20/07,Tuesday,Non-Holiday Weekday,
3/21/07,Wednesday,Non-Holiday Weekday,
3/22/07,Thursday,Non-Holiday Weekday,
3/23/07,Friday,Non-Holiday Weekday,
3/24/07,Saturday,Non-Holiday Weekend,
3/25/07,Sunday,Non-Holiday Weekend,
3/26/07,Monday,Non-Holiday Weekday,
3/27/07,Tuesday,Non-Holiday Weekday,
3/28/07,Wednesday,Non-Holiday Weekday,
3/29/07,Thursday,Non-Holiday Weekday,
3/30/07,Friday,Non-Holiday Weekday,
3/31/07,Saturday,Non-Holiday Weekend,
4/1/07,Sunday,Non-Holiday Weekend,
4/2/07,Monday,Non-Holiday Weekday,
4/3/07,Tuesday,Non-Holiday Weekday,
4/4/07,Wednesday,Non-Holiday Weekday,
4/5/07,Thursday,Non-Holiday Weekday,
4/6/07,Friday,Non-Holiday Weekday,
4/7/07,Saturday,Non-Holiday Weekend,
4/8/07,Sunday,Non-Holiday Weekend,
4/9/07,Monday,Non-Holiday Weekday,
4/10/07,Tuesday,Non-Holiday Weekday,
4/11/07,Wednesday,Non-Holiday Weekday,
4/12/07,Thursday,Non-Holiday Weekday,
4/13/07,Friday,Non-Holiday Weekday,
4/14/07,Saturday,Non-Holiday Weekend,
4/15/07,Sunday,Non-Holiday Weekend,
4/16/07,Monday,Non-Holiday Weekday,
4/17/07,Tuesday,Non-Holiday Weekday,
4/18/07,Wednesday,Non-Holiday Weekday,
4/19/07,Thursday,Non-Holiday Weekday,
4/20/07,Friday,Party Holiday,420
4/21/07,Saturday,Non-Holiday Weekend,
4/22/07,Sunday,Non-Holiday Weekend,
4/23/07,Monday,Non-Holiday Weekday,
4/24/07,Tuesday,Non-Holiday Weekday,
4/25/07,Wednesday,Non-Holiday Weekday,
4/26/07,Thursday,Non-Holiday Weekday,
4/27/07,Friday,Non-Holiday Weekday,
4/28/07,Saturday,Non-Holiday Weekend,
4/29/07,Sunday,Non-Holiday Weekend,
4/30/07,Monday,Non-Holiday Weekday,
5/1/07,Tuesday,Non-Holiday Weekday,
5/2/07,Wednesday,Non-Holiday Weekday,
5/3/07,Thursday,Non-Holiday Weekday,
5/4/07,Friday,Non-Holiday Weekday,
5/5/07,Saturday,Party Holiday,Cinco de Mayo
5/6/07,Sunday,Non-Holiday Weekend,
5/7/07,Monday,Non-Holiday Weekday,
5/8/07,Tuesday,Non-Holiday Weekday,
5/9/07,Wednesday,Non-Holiday Weekday,
5/10/07,Thursday,Non-Holiday Weekday,
5/11/07,Friday,Non-Holiday Weekday,
5/12/07,Saturday,Non-Holiday Weekend,
5/13/07,Sunday,Non-Holiday Weekend,
5/14/07,Monday,Non-Holiday Weekday,
5/15/07,Tuesday,Non-Holiday Weekday,
5/16/07,Wednesday,Non-Holiday Weekday,
5/17/07,Thursday,Non-Holiday Weekday,
5/18/07,Friday,Non-Holiday Weekday,
5/19/07,Saturday,Non-Holiday Weekend,
5/20/07,Sunday,Non-Holiday Weekend,
5/21/07,Monday,Non-Holiday Weekday,
5/22/07,Tuesday,Non-Holiday Weekday,
5/23/07,Wednesday,Non-Holiday Weekday,
5/24/07,Thursday,Non-Holiday Weekday,
5/25/07,Friday,Non-Holiday Weekday,
5/26/07,Saturday,Non-Holiday Weekend,
5/27/07,Sunday,Non-Holiday Weekend,
5/28/07,Monday,National Holiday,Memorial Day
5/29/07,Tuesday,Non-Holiday Weekday,
5/30/07,Wednesday,Non-Holiday Weekday,
5/31/07,Thursday,Non-Holiday Weekday,
6/1/07,Friday,Non-Holiday Weekday,
6/2/07,Saturday,Non-Holiday Weekend,
6/3/07,Sunday,Non-Holiday Weekend,
6/4/07,Monday,Non-Holiday Weekday,
6/5/07,Tuesday,Non-Holiday Weekday,
6/6/07,Wednesday,Non-Holiday Weekday,
6/7/07,Thursday,Non-Holiday Weekday,
6/8/07,Friday,Non-Holiday Weekday,
6/9/07,Saturday,Non-Holiday Weekend,
6/10/07,Sunday,Non-Holiday Weekend,
6/11/07,Monday,Non-Holiday Weekday,
6/12/07,Tuesday,Non-Holiday Weekday,
6/13/07,Wednesday,Non-Holiday Weekday,
6/14/07,Thursday,Non-Holiday Weekday,
6/15/07,Friday,Non-Holiday Weekday,
6/16/07,Saturday,Non-Holiday Weekend,
6/17/07,Sunday,Non-Holiday Weekend,
6/18/07,Monday,Non-Holiday Weekday,
6/19/07,Tuesday,Non-Holiday Weekday,
6/20/07,Wednesday,Non-Holiday Weekday,
6/21/07,Thursday,Non-Holiday Weekday,
6/22/07,Friday,Non-Holiday Weekday,
6/23/07,Saturday,Non-Holiday Weekend,
6/24/07,Sunday,Non-Holiday Weekend,
6/25/07,Monday,Non-Holiday Weekday,
6/26/07,Tuesday,Non-Holiday Weekday,
6/27/07,Wednesday,Non-Holiday Weekday,
6/28/07,Thursday,Non-Holiday Weekday,
6/29/07,Friday,Non-Holiday Weekday,
6/30/07,Saturday,Non-Holiday Weekend,
7/1/07,Sunday,Non-Holiday Weekend,
7/2/07,Monday,Non-Holiday Weekday,
7/3/07,Tuesday,Non-Holiday Weekday,
7/4/07,Wednesday,National Holiday,Independence Day
7/5/07,Thursday,Non-Holiday Weekday,
7/6/07,Friday,Non-Holiday Weekday,
7/7/07,Saturday,Non-Holiday Weekend,
7/8/07,Sunday,Non-Holiday Weekend,
7/9/07,Monday,Non-Holiday Weekday,
7/10/07,Tuesday,Non-Holiday Weekday,
7/11/07,Wednesday,Non-Holiday Weekday,
7/12/07,Thursday,Non-Holiday Weekday,
7/13/07,Friday,Non-Holiday Weekday,
7/14/07,Saturday,Non-Holiday Weekend,
7/15/07,Sunday,Non-Holiday Weekend,
7/16/07,Monday,Non-Holiday Weekday,
7/17/07,Tuesday,Non-Holiday Weekday,
7/18/07,Wednesday,Non-Holiday Weekday,
7/19/07,Thursday,Non-Holiday Weekday,
7/20/07,Friday,Non-Holiday Weekday,
7/21/07,Saturday,Non-Holiday Weekend,
7/22/07,Sunday,Non-Holiday Weekend,
7/23/07,Monday,Non-Holiday Weekday,
7/24/07,Tuesday,Non-Holiday Weekday,
7/25/07,Wednesday,Non-Holiday Weekday,
7/26/07,Thursday,Non-Holiday Weekday,
7/27/07,Friday,Non-Holiday Weekday,
7/28/07,Saturday,Non-Holiday Weekend,
7/29/07,Sunday,Non-Holiday Weekend,
7/30/07,Monday,Non-Holiday Weekday,
7/31/07,Tuesday,Non-Holiday Weekday,
8/1/07,Wednesday,Non-Holiday Weekday,
8/2/07,Thursday,Non-Holiday Weekday,
8/3/07,Friday,Non-Holiday Weekday,
8/4/07,Saturday,Non-Holiday Weekend,
8/5/07,Sunday,Non-Holiday Weekend,
8/6/07,Monday,Non-Holiday Weekday,
8/7/07,Tuesday,Non-Holiday Weekday,
8/8/07,Wednesday,Non-Holiday Weekday,
8/9/07,Thursday,Non-Holiday Weekday,
8/10/07,Friday,Non-Holiday Weekday,
8/11/07,Saturday,Non-Holiday Weekend,
8/12/07,Sunday,Non-Holiday Weekend,
8/13/07,Monday,Non-Holiday Weekday,
8/14/07,Tuesday,Non-Holiday Weekday,
8/15/07,Wednesday,Non-Holiday Weekday,
8/16/07,Thursday,Non-Holiday Weekday,
8/17/07,Friday,Non-Holiday Weekday,
8/18/07,Saturday,Non-Holiday Weekend,
8/19/07,Sunday,Non-Holiday Weekend,
8/20/07,Monday,Non-Holiday Weekday,
8/21/07,Tuesday,Non-Holiday Weekday,
8/22/07,Wednesday,Non-Holiday Weekday,
8/23/07,Thursday,Non-Holiday Weekday,
8/24/07,Friday,Non-Holiday Weekday,
8/25/07,Saturday,Non-Holiday Weekend,
8/26/07,Sunday,Non-Holiday Weekend,
8/27/07,Monday,Non-Holiday Weekday,
8/28/07,Tuesday,Non-Holiday Weekday,
8/29/07,Wednesday,Non-Holiday Weekday,
8/30/07,Thursday,Non-Holiday Weekday,
8/31/07,Friday,Non-Holiday Weekday,
9/1/07,Saturday,Non-Holiday Weekend,
9/2/07,Sunday,Non-Holiday Weekend,
9/3/07,Monday,National Holiday,Labor Day
9/4/07,Tuesday,Non-Holiday Weekday,
9/5/07,Wednesday,Non-Holiday Weekday,
9/6/07,Thursday,Non-Holiday Weekday,
9/7/07,Friday,Non-Holiday Weekday,
9/8/07,Saturday,Non-Holiday Weekend,
9/9/07,Sunday,Non-Holiday Weekend,
9/10/07,Monday,Non-Holiday Weekday,
9/11/07,Tuesday,Non-Holiday Weekday,
9/12/07,Wednesday,Non-Holiday Weekday,
9/13/07,Thursday,Non-Holiday Weekday,
9/14/07,Friday,Non-Holiday Weekday,
9/15/07,Saturday,Non-Holiday Weekend,
9/16/07,Sunday,Non-Holiday Weekend,
9/17/07,Monday,Non-Holiday Weekday,
9/18/07,Tuesday,Non-Holiday Weekday,
9/19/07,Wednesday,Non-Holiday Weekday,
9/20/07,Thursday,Non-Holiday Weekday,
9/21/07,Friday,Non-Holiday Weekday,
9/22/07,Saturday,Non-Holiday Weekend,
9/23/07,Sunday,Non-Holiday Weekend,
9/24/07,Monday,Non-Holiday Weekday,
9/25/07,Tuesday,Non-Holiday Weekday,
9/26/07,Wednesday,Non-Holiday Weekday,
9/27/07,Thursday,Non-Holiday Weekday,
9/28/07,Friday,Non-Holiday Weekday,
9/29/07,Saturday,Non-Holiday Weekend,
9/30/07,Sunday,Non-Holiday Weekend,
10/1/07,Monday,Non-Holiday Weekday,
10/2/07,Tuesday,Non-Holiday Weekday,
10/3/07,Wednesday,Non-Holiday Weekday,
10/4/07,Thursday,Non-Holiday Weekday,
10/5/07,Friday,Non-Holiday Weekday,
10/6/07,Saturday,Non-Holiday Weekend,
10/7/07,Sunday,Non-Holiday Weekend,
10/8/07,Monday,National Holiday,Columbus Day
10/9/07,Tuesday,Non-Holiday Weekday,
10/10/07,Wednesday,Non-Holiday Weekday,
10/11/07,Thursday,Non-Holiday Weekday,
10/12/07,Friday,Non-Holiday Weekday,
10/13/07,Saturday,Non-Holiday Weekend,
10/14/07,Sunday,Non-Holiday Weekend,
10/15/07,Monday,Non-Holiday Weekday,
10/16/07,Tuesday,Non-Holiday Weekday,
10/17/07,Wednesday,Non-Holiday Weekday,
10/18/07,Thursday,Non-Holiday Weekday,
10/19/07,Friday,Non-Holiday Weekday,
10/20/07,Saturday,Non-Holiday Weekend,
10/21/07,Sunday,Non-Holiday Weekend,
10/22/07,Monday,Non-Holiday Weekday,
10/23/07,Tuesday,Non-Holiday Weekday,
10/24/07,Wednesday,Non-Holiday Weekday,
10/25/07,Thursday,Non-Holiday Weekday,
10/26/07,Friday,Non-Holiday Weekday,
10/27/07,Saturday,Non-Holiday Weekend,
10/28/07,Sunday,Non-Holiday Weekend,
10/29/07,Monday,Non-Holiday Weekday,
10/30/07,Tuesday,Non-Holiday Weekday,
10/31/07,Wednesday,Party Holiday,Halloween
11/1/07,Thursday,Non-Holiday Weekday,
11/2/07,Friday,Non-Holiday Weekday,
11/3/07,Saturday,Non-Holiday Weekend,
11/4/07,Sunday,Non-Holiday Weekend,
11/5/07,Monday,Non-Holiday Weekday,
11/6/07,Tuesday,Non-Holiday Weekday,
11/7/07,Wednesday,Non-Holiday Weekday,
11/8/07,Thursday,Non-Holiday Weekday,
11/9/07,Friday,Non-Holiday Weekday,
11/10/07,Saturday,Non-Holiday Weekend,
11/11/07,Sunday,National Holiday,Veterans Day
11/12/07,Monday,National Holiday (Observed),
11/13/07,Tuesday,Non-Holiday Weekday,
11/14/07,Wednesday,Non-Holiday Weekday,
11/15/07,Thursday,Non-Holiday Weekday,
11/16/07,Friday,Non-Holiday Weekday,
11/17/07,Saturday,Non-Holiday Weekend,
11/18/07,Sunday,Non-Holiday Weekend,
11/19/07,Monday,Non-Holiday Weekday,
11/20/07,Tuesday,Non-Holiday Weekday,
11/21/07,Wednesday,Party Holiday,Thanksgiving Eve
11/22/07,Thursday,National Holiday,Thanksgiving Day
11/23/07,Friday,Non-Holiday Weekday,
11/24/07,Saturday,Non-Holiday Weekend,
11/25/07,Sunday,Non-Holiday Weekend,
11/26/07,Monday,Non-Holiday Weekday,
11/27/07,Tuesday,Non-Holiday Weekday,
11/28/07,Wednesday,Non-Holiday Weekday,
11/29/07,Thursday,Non-Holiday Weekday,
11/30/07,Friday,Non-Holiday Weekday,
12/1/07,Saturday,Non-Holiday Weekend,
12/2/07,Sunday,Non-Holiday Weekend,
12/3/07,Monday,Non-Holiday Weekday,
12/4/07,Tuesday,Non-Holiday Weekday,
12/5/07,Wednesday,Non-Holiday Weekday,
12/6/07,Thursday,Non-Holiday Weekday,
12/7/07,Friday,Non-Holiday Weekday,
12/8/07,Saturday,Non-Holiday Weekend,
12/9/07,Sunday,Non-Holiday Weekend,
12/10/07,Monday,Non-Holiday Weekday,
12/11/07,Tuesday,Non-Holiday Weekday,
12/12/07,Wednesday,Non-Holiday Weekday,
12/13/07,Thursday,Non-Holiday Weekday,
12/14/07,Friday,Non-Holiday Weekday,
12/15/07,Saturday,Non-Holiday Weekend,
12/16/07,Sunday,Non-Holiday Weekend,
12/17/07,Monday,Non-Holiday Weekday,
12/18/07,Tuesday,Non-Holiday Weekday,
12/19/07,Wednesday,Non-Holiday Weekday,
12/20/07,Thursday,Non-Holiday Weekday,
12/21/07,Friday,Non-Holiday Weekday,
12/22/07,Saturday,Non-Holiday Weekend,
12/23/07,Sunday,Non-Holiday Weekend,
12/24/07,Monday,Non-Holiday Weekday,
12/25/07,Tuesday,National Holiday,Christmas Day
12/26/07,Wednesday,Non-Holiday Weekday,
12/27/07,Thursday,Non-Holiday Weekday,
12/28/07,Friday,Non-Holiday Weekday,
12/29/07,Saturday,Non-Holiday Weekend,
12/30/07,Sunday,Non-Holiday Weekend,
12/31/07,Monday,Party Holiday,New Year's Eve
1/1/08,Tuesday,National Holiday,New Year's Day
1/2/08,Wednesday,Non-Holiday Weekday,
1/3/08,Thursday,Non-Holiday Weekday,
1/4/08,Friday,Non-Holiday Weekday,
1/5/08,Saturday,Non-Holiday Weekend,
1/6/08,Sunday,Non-Holiday Weekend,
1/7/08,Monday,Non-Holiday Weekday,
1/8/08,Tuesday,Non-Holiday Weekday,
1/9/08,Wednesday,Non-Holiday Weekday,
1/10/08,Thursday,Non-Holiday Weekday,
1/11/08,Friday,Non-Holiday Weekday,
1/12/08,Saturday,Non-Holiday Weekend,
1/13/08,Sunday,Non-Holiday Weekend,
1/14/08,Monday,Non-Holiday Weekday,
1/15/08,Tuesday,Non-Holiday Weekday,
1/16/08,Wednesday,Non-Holiday Weekday,
1/17/08,Thursday,Non-Holiday Weekday,
1/18/08,Friday,Non-Holiday Weekday,
1/19/08,Saturday,Non-Holiday Weekend,
1/20/08,Sunday,Non-Holiday Weekend,
1/21/08,Monday,National Holiday,MLK Day
1/22/08,Tuesday,Non-Holiday Weekday,
1/23/08,Wednesday,Non-Holiday Weekday,
1/24/08,Thursday,Non-Holiday Weekday,
1/25/08,Friday,Non-Holiday Weekday,
1/26/08,Saturday,Non-Holiday Weekend,
1/27/08,Sunday,Non-Holiday Weekend,
1/28/08,Monday,Non-Holiday Weekday,
1/29/08,Tuesday,Non-Holiday Weekday,
1/30/08,Wednesday,Non-Holiday Weekday,
1/31/08,Thursday,Non-Holiday Weekday,
2/1/08,Friday,Non-Holiday Weekday,
2/2/08,Saturday,Non-Holiday Weekend,
2/3/08,Sunday,Party Holiday,Super Bowl Sunday
2/4/08,Monday,Non-Holiday Weekday,
2/5/08,Tuesday,Non-Holiday Weekday,
2/6/08,Wednesday,Non-Holiday Weekday,
2/7/08,Thursday,Non-Holiday Weekday,
2/8/08,Friday,Non-Holiday Weekday,
2/9/08,Saturday,Non-Holiday Weekend,
2/10/08,Sunday,Non-Holiday Weekend,
2/11/08,Monday,Non-Holiday Weekday,
2/12/08,Tuesday,Non-Holiday Weekday,
2/13/08,Wednesday,Non-Holiday Weekday,
2/14/08,Thursday,Non-Holiday Weekday,
2/15/08,Friday,Non-Holiday Weekday,
2/16/08,Saturday,Non-Holiday Weekend,
2/17/08,Sunday,Non-Holiday Weekend,
2/18/08,Monday,National Holiday,President's Day
2/19/08,Tuesday,Non-Holiday Weekday,
2/20/08,Wednesday,Non-Holiday Weekday,
2/21/08,Thursday,Non-Holiday Weekday,
2/22/08,Friday,Non-Holiday Weekday,
2/23/08,Saturday,Non-Holiday Weekend,
2/24/08,Sunday,Non-Holiday Weekend,
2/25/08,Monday,Non-Holiday Weekday,
2/26/08,Tuesday,Non-Holiday Weekday,
2/27/08,Wednesday,Non-Holiday Weekday,
2/28/08,Thursday,Non-Holiday Weekday,
2/29/08,Friday,Non-Holiday Weekday,
3/1/08,Saturday,Non-Holiday Weekend,
3/2/08,Sunday,Non-Holiday Weekend,
3/3/08,Monday,Non-Holiday Weekday,
3/4/08,Tuesday,Party Holiday,Mardi Gras
3/5/08,Wednesday,Non-Holiday Weekday,
3/6/08,Thursday,Non-Holiday Weekday,
3/7/08,Friday,Non-Holiday Weekday,
3/8/08,Saturday,Non-Holiday Weekend,
3/9/08,Sunday,Non-Holiday Weekend,
3/10/08,Monday,Non-Holiday Weekday,
3/11/08,Tuesday,Non-Holiday Weekday,
3/12/08,Wednesday,Non-Holiday Weekday,
3/13/08,Thursday,Non-Holiday Weekday,
3/14/08,Friday,Non-Holiday Weekday,
3/15/08,Saturday,Non-Holiday Weekend,
3/16/08,Sunday,Non-Holiday Weekend,
3/17/08,Monday,Party Holiday,St. Patty's Day
3/18/08,Tuesday,Non-Holiday Weekday,
3/19/08,Wednesday,Non-Holiday Weekday,
3/20/08,Thursday,Non-Holiday Weekday,
3/21/08,Friday,Non-Holiday Weekday,
3/22/08,Saturday,Non-Holiday Weekend,
3/23/08,Sunday,Non-Holiday Weekend,
3/24/08,Monday,Non-Holiday Weekday,
3/25/08,Tuesday,Non-Holiday Weekday,
3/26/08,Wednesday,Non-Holiday Weekday,
3/27/08,Thursday,Non-Holiday Weekday,
3/28/08,Friday,Non-Holiday Weekday,
3/29/08,Saturday,Non-Holiday Weekend,
3/30/08,Sunday,Non-Holiday Weekend,
3/31/08,Monday,Non-Holiday Weekday,
4/1/08,Tuesday,Non-Holiday Weekday,
4/2/08,Wednesday,Non-Holiday Weekday,
4/3/08,Thursday,Non-Holiday Weekday,
4/4/08,Friday,Non-Holiday Weekday,
4/5/08,Saturday,Non-Holiday Weekend,
4/6/08,Sunday,Non-Holiday Weekend,
4/7/08,Monday,Non-Holiday Weekday,
4/8/08,Tuesday,Non-Holiday Weekday,
4/9/08,Wednesday,Non-Holiday Weekday,
4/10/08,Thursday,Non-Holiday Weekday,
4/11/08,Friday,Non-Holiday Weekday,
4/12/08,Saturday,Non-Holiday Weekend,
4/13/08,Sunday,Non-Holiday Weekend,
4/14/08,Monday,Non-Holiday Weekday,
4/15/08,Tuesday,Non-Holiday Weekday,
4/16/08,Wednesday,Non-Holiday Weekday,
4/17/08,Thursday,Non-Holiday Weekday,
4/18/08,Friday,Non-Holiday Weekday,
4/19/08,Saturday,Non-Holiday Weekend,
4/20/08,Sunday,Party Holiday,420
4/21/08,Monday,Non-Holiday Weekday,
4/22/08,Tuesday,Non-Holiday Weekday,
4/23/08,Wednesday,Non-Holiday Weekday,
4/24/08,Thursday,Non-Holiday Weekday,
4/25/08,Friday,Non-Holiday Weekday,
4/26/08,Saturday,Non-Holiday Weekend,
4/27/08,Sunday,Non-Holiday Weekend,
4/28/08,Monday,Non-Holiday Weekday,
4/29/08,Tuesday,Non-Holiday Weekday,
4/30/08,Wednesday,Non-Holiday Weekday,
5/1/08,Thursday,Non-Holiday Weekday,
5/2/08,Friday,Non-Holiday Weekday,
5/3/08,Saturday,Non-Holiday Weekend,
5/4/08,Sunday,Non-Holiday Weekend,
5/5/08,Monday,Party Holiday,Cinco de Mayo
5/6/08,Tuesday,Non-Holiday Weekday,
5/7/08,Wednesday,Non-Holiday Weekday,
5/8/08,Thursday,Non-Holiday Weekday,
5/9/08,Friday,Non-Holiday Weekday,
5/10/08,Saturday,Non-Holiday Weekend,
5/11/08,Sunday,Non-Holiday Weekend,
5/12/08,Monday,Non-Holiday Weekday,
5/13/08,Tuesday,Non-Holiday Weekday,
5/14/08,Wednesday,Non-Holiday Weekday,
5/15/08,Thursday,Non-Holiday Weekday,
5/16/08,Friday,Non-Holiday Weekday,
5/17/08,Saturday,Non-Holiday Weekend,
5/18/08,Sunday,Non-Holiday Weekend,
5/19/08,Monday,Non-Holiday Weekday,
5/20/08,Tuesday,Non-Holiday Weekday,
5/21/08,Wednesday,Non-Holiday Weekday,
5/22/08,Thursday,Non-Holiday Weekday,
5/23/08,Friday,Non-Holiday Weekday,
